"tx_tipo_artefato","tx_estado_artefato","id_artefato","nr_ano","id_uasg","in_estado","in_tipo","nm_uasg","id_unico","id_secao_artefato","nr_ordem_secao","no_secao_artefato","dt_operacao_secao","conteudo_secao","id_item_secao","nr_ordem_item","no_item","in_obrigatorio_item","dt_operacao_item","id_operacao_item","id_login_item","conteudo_item"
TR,"13",1133080,2023,110161,13,6,SUPER. DE ADMINISTRACAO NO DISTRITO FEDERAL,"110161/000001/2023",4421542,2,TR da contratação,2023-04-12 15:10:26.389,"<p style=""text-align:justify"">Os valores referenciais do GRUPO a ser licitado, foram obtidos atrav&eacute;s da realiza&ccedil;&atilde;o de pesquisas de pre&ccedil;os atrav&eacute;s de cota&ccedil;&otilde;es de pesquisa direta com fornecedores locais, conforme j&aacute; explanado a situa&ccedil;&atilde;o na An&aacute;lise Cr&iacute;tica SEI n&ordm; 0036037441 (em anexo).</p>

<p style=""text-align:justify"">No item &quot;ANEXOS&quot; consta o Demonstrativo de Pre&ccedil;os detalhado.</p>
",4421542,8,Estimativa do Valor da Contratação,S,2023-09-15 17:39:43.681,2,29215609253,"<p style=""text-align:justify"">Os valores referenciais do GRUPO a ser licitado, foram obtidos atrav&eacute;s da realiza&ccedil;&atilde;o de pesquisas de pre&ccedil;os atrav&eacute;s de cota&ccedil;&otilde;es de pesquisa direta com fornecedores locais, conforme j&aacute; explanado a situa&ccedil;&atilde;o na An&aacute;lise Cr&iacute;tica SEI n&ordm; 0036037441 (em anexo).</p>

<p style=""text-align:justify"">No item &quot;ANEXOS&quot; consta o Demonstrativo de Pre&ccedil;os detalhado.</p>
"
TR,"13",1133080,2023,110161,13,6,SUPER. DE ADMINISTRACAO NO DISTRITO FEDERAL,"110161/000001/2023",4421543,3,Responsáveis,2023-04-12 15:10:26.389,"<p style=""text-align:justify"">A Administra&ccedil;&atilde;o P&uacute;blica, diferentemente da iniciativa privada, tem o dever de zelar pela escolha da melhor proposta, pois tem o compromisso de administrar bem o dinheiro p&uacute;blico, oferecendo servi&ccedil;os de qualidade aos usu&aacute;rios, bem como demonstra&ccedil;&atilde;o pelo zelo, efici&ecirc;ncia efic&aacute;cia e efetividade, respeitando o princ&iacute;pio da economicidade balizado ao princ&iacute;pio da legalidade e da legitimidade (CF, Art. 70, &ldquo;caput&rdquo;).</p>

<p style=""text-align:justify"">A Contrata&ccedil;&atilde;o do objeto almejado ser&aacute; realizada na modalidade de PREG&Atilde;O ELETR&Ocirc;NICO, em observ&acirc;ncia ao preconizado na Lei n&ordm; 10.520/2002 e no Decreto n&ordm; 10.024/2019. O crit&eacute;rio de julgamento adotado ser&aacute; o MENOR PRE&Ccedil;O POR GRUPO. O menor pre&ccedil;o corresponde ao somat&oacute;rio dos valores globais dos itens.</p>

<p style=""text-align:justify"">Para a contrata&ccedil;&atilde;o em comento, faz-se necess&aacute;rio o&nbsp;agrupamento dos itens, devido a especifica&ccedil;&atilde;o da empresa e dos itens&nbsp;a serem licitados, por trata-se de presta&ccedil;&atilde;o de um mesmo servi&ccedil;o, garantido a qualidade e responsabilidade contratual, em conformidade o inciso 2&ordm;. Art.8&ordm; do Decreto n&ordm;.7892/13. Quanto a questionamento futuros, sobre a restri&ccedil;&otilde;es de competitividades, fica assegurada a ampla concorr&ecirc;ncia, sendo que os procedimentos licitat&oacute;rios ser&atilde;o de forma eletr&ocirc;nica, cabendo a empresa adequar-se as necessidades do &oacute;rg&atilde;o, conforme sua qualifica&ccedil;&atilde;o t&eacute;cnica do mercado.</p>

<p style=""text-align:justify"">Nesse sentido, o Professor Jorge Ulisses Jacoby Fernandes, que no Parecer n&ordm; 2086/00, elaborado no Processo n&ordm; 194/2000 do TCDF, manifestou da seguinte forma: &quot;Desse modo a regra do parcelamento deve ser coordenada com o requisito que a pr&oacute;pria lei definiu: s&oacute; se pode falar em parcelamento quando h&aacute; viabilidade t&eacute;cnica para sua ado&ccedil;&atilde;o. N&atilde;o se imagina, quando o objeto &eacute; fisicamente &uacute;nico, como um autom&oacute;vel, que o administrador esteja vinculado a parcelar o objeto. Nesse sentido, um exame atento dos tipos de objeto licitados pela Administra&ccedil;&atilde;o P&uacute;blica evidencia que embora sejam divis&iacute;veis, h&aacute; interesse t&eacute;cnico na manuten&ccedil;&atilde;o da unicidade, da licita&ccedil;&atilde;o ou do item da mesma. N&atilde;o &eacute;, pois, a simples divisibilidade, mas a viabilidade t&eacute;cnica que dirige o processo decis&oacute;rio. Observa-se que, na aplica&ccedil;&atilde;o dessa norma, at&eacute; pela disposi&ccedil;&atilde;o dos requisitos, fisicamente dispostos no seu conte&uacute;do, a avalia&ccedil;&atilde;o sob o aspecto t&eacute;cnico precede a avalia&ccedil;&atilde;o sob o aspecto econ&ocirc;mico. &Eacute; a vis&atilde;o jur&iacute;dica que se harmoniza com a l&oacute;gica. Se um objeto, divis&iacute;vel, sob o aspecto econ&ocirc;mico for mais vantajoso, mas houver inviabilidade t&eacute;cnica em que seja licitado em separado, de nada valer&aacute; a avalia&ccedil;&atilde;o econ&ocirc;mica.&quot;</p>
",4421543,9,Justificativa para o Parcelamento ou não da Solução,S,2023-09-15 17:39:43.681,2,29215609253,"<p style=""text-align:justify"">A Administra&ccedil;&atilde;o P&uacute;blica, diferentemente da iniciativa privada, tem o dever de zelar pela escolha da melhor proposta, pois tem o compromisso de administrar bem o dinheiro p&uacute;blico, oferecendo servi&ccedil;os de qualidade aos usu&aacute;rios, bem como demonstra&ccedil;&atilde;o pelo zelo, efici&ecirc;ncia efic&aacute;cia e efetividade, respeitando o princ&iacute;pio da economicidade balizado ao princ&iacute;pio da legalidade e da legitimidade (CF, Art. 70, &ldquo;caput&rdquo;).</p>

<p style=""text-align:justify"">A Contrata&ccedil;&atilde;o do objeto almejado ser&aacute; realizada na modalidade de PREG&Atilde;O ELETR&Ocirc;NICO, em observ&acirc;ncia ao preconizado na Lei n&ordm; 10.520/2002 e no Decreto n&ordm; 10.024/2019. O crit&eacute;rio de julgamento adotado ser&aacute; o MENOR PRE&Ccedil;O POR GRUPO. O menor pre&ccedil;o corresponde ao somat&oacute;rio dos valores globais dos itens.</p>

<p style=""text-align:justify"">Para a contrata&ccedil;&atilde;o em comento, faz-se necess&aacute;rio o&nbsp;agrupamento dos itens, devido a especifica&ccedil;&atilde;o da empresa e dos itens&nbsp;a serem licitados, por trata-se de presta&ccedil;&atilde;o de um mesmo servi&ccedil;o, garantido a qualidade e responsabilidade contratual, em conformidade o inciso 2&ordm;. Art.8&ordm; do Decreto n&ordm;.7892/13. Quanto a questionamento futuros, sobre a restri&ccedil;&otilde;es de competitividades, fica assegurada a ampla concorr&ecirc;ncia, sendo que os procedimentos licitat&oacute;rios ser&atilde;o de forma eletr&ocirc;nica, cabendo a empresa adequar-se as necessidades do &oacute;rg&atilde;o, conforme sua qualifica&ccedil;&atilde;o t&eacute;cnica do mercado.</p>

<p style=""text-align:justify"">Nesse sentido, o Professor Jorge Ulisses Jacoby Fernandes, que no Parecer n&ordm; 2086/00, elaborado no Processo n&ordm; 194/2000 do TCDF, manifestou da seguinte forma: &quot;Desse modo a regra do parcelamento deve ser coordenada com o requisito que a pr&oacute;pria lei definiu: s&oacute; se pode falar em parcelamento quando h&aacute; viabilidade t&eacute;cnica para sua ado&ccedil;&atilde;o. N&atilde;o se imagina, quando o objeto &eacute; fisicamente &uacute;nico, como um autom&oacute;vel, que o administrador esteja vinculado a parcelar o objeto. Nesse sentido, um exame atento dos tipos de objeto licitados pela Administra&ccedil;&atilde;o P&uacute;blica evidencia que embora sejam divis&iacute;veis, h&aacute; interesse t&eacute;cnico na manuten&ccedil;&atilde;o da unicidade, da licita&ccedil;&atilde;o ou do item da mesma. N&atilde;o &eacute;, pois, a simples divisibilidade, mas a viabilidade t&eacute;cnica que dirige o processo decis&oacute;rio. Observa-se que, na aplica&ccedil;&atilde;o dessa norma, at&eacute; pela disposi&ccedil;&atilde;o dos requisitos, fisicamente dispostos no seu conte&uacute;do, a avalia&ccedil;&atilde;o sob o aspecto t&eacute;cnico precede a avalia&ccedil;&atilde;o sob o aspecto econ&ocirc;mico. &Eacute; a vis&atilde;o jur&iacute;dica que se harmoniza com a l&oacute;gica. Se um objeto, divis&iacute;vel, sob o aspecto econ&ocirc;mico for mais vantajoso, mas houver inviabilidade t&eacute;cnica em que seja licitado em separado, de nada valer&aacute; a avalia&ccedil;&atilde;o econ&ocirc;mica.&quot;</p>
"
TR,"13",1133080,2023,110161,13,6,SUPER. DE ADMINISTRACAO NO DISTRITO FEDERAL,"110161/000001/2023",4421544,6,Anexos,2023-04-12 15:10:26.389,"<p style=""text-align:justify"">O objeto da pretendida Contrata&ccedil;&atilde;o n&atilde;o necessita de contrata&ccedil;&otilde;es correlatas e/ ou independentes.</p>
",4421544,10,Contratações Correlatas e/ou Interdependentes,S,2023-09-15 17:39:43.681,2,29215609253,"<p style=""text-align:justify"">O objeto da pretendida Contrata&ccedil;&atilde;o n&atilde;o necessita de contrata&ccedil;&otilde;es correlatas e/ ou independentes.</p>
"
TR,Excluído,1133088,2023,153164,1,6,UNIVERSIDADE FEDERAL DE STA.MARIA/RS,"153164/000001/2023",4421571,1,Informações Básicas,2023-04-18 09:37:45.712,"<p style=""text-align:justify"">Estimativa do valor da contrata&ccedil;&atilde;o:</p>

<p style=""text-align:justify""><strong>R$ 454.020,00 </strong>(quatrocentos e cinquenta e quatro mil e vinte reais), m&eacute;dia apurada atrav&eacute;s das pesquisas de mercado juntadas aos autos do processo.</p>

<p style=""text-align:justify"">&nbsp;</p>

<p style=""text-align:justify"">&nbsp;</p>

<p>&nbsp;</p>
",4421571,8,Estimativa do Valor da Contratação,S,2022-06-22 07:42:56.530,2,3986495614,"<p style=""text-align:justify"">Estimativa do valor da contrata&ccedil;&atilde;o:</p>

<p style=""text-align:justify""><strong>R$ 454.020,00 </strong>(quatrocentos e cinquenta e quatro mil e vinte reais), m&eacute;dia apurada atrav&eacute;s das pesquisas de mercado juntadas aos autos do processo.</p>

<p style=""text-align:justify"">&nbsp;</p>

<p style=""text-align:justify"">&nbsp;</p>

<p>&nbsp;</p>
"
TR,Excluído,1133088,2023,153164,1,6,UNIVERSIDADE FEDERAL DE STA.MARIA/RS,"153164/000001/2023",4421572,2,TR da contratação,2023-04-18 09:37:45.712,"<p>Compra &uacute;nica, sem parcelamento.</p>
",4421572,9,Justificativa para o Parcelamento ou não da Solução,S,2022-06-22 07:42:56.530,2,3986495614,"<p>Compra &uacute;nica, sem parcelamento.</p>
"
TR,Excluído,1133088,2023,153164,1,6,UNIVERSIDADE FEDERAL DE STA.MARIA/RS,"153164/000001/2023",4421573,5,Responsáveis,2023-04-18 09:37:45.712,"<p>VAN SPRINTER 416 - MERCEDES-BENZ</p>

<p>Minasm&aacute;quinas JF: R$ 641.010,00, cota&ccedil;&atilde;o de 20/06/2022</p>

<p>www.portalgoverno.com.br: R$ 359.800,00, cota&ccedil;&atilde;o de 21/06/2022</p>

<p>www.portalgoverno.com.br: R$ 361.250,00, cota&ccedil;&atilde;o de 21/06/2022</p>
",4421573,10,Contratações Correlatas e/ou Interdependentes,S,2022-06-22 07:42:56.530,2,3986495614,"<p>VAN SPRINTER 416 - MERCEDES-BENZ</p>

<p>Minasm&aacute;quinas JF: R$ 641.010,00, cota&ccedil;&atilde;o de 20/06/2022</p>

<p>www.portalgoverno.com.br: R$ 359.800,00, cota&ccedil;&atilde;o de 21/06/2022</p>

<p>www.portalgoverno.com.br: R$ 361.250,00, cota&ccedil;&atilde;o de 21/06/2022</p>
"
TR,Excluído,1133088,2023,153164,1,6,UNIVERSIDADE FEDERAL DE STA.MARIA/RS,"153164/000001/2023",4421574,6,Anexos,2023-04-18 09:37:45.712,"<p style=""margin-left:45px; margin-right:8px; text-align:justify""><span style=""font-size:11pt""><span style=""font-family:&quot;Arial MT&quot;,&quot;serif&quot;""><span style=""font-size:12.0pt""><span style=""font-family:&quot;Arial&quot;,&quot;sans-serif&quot;"">Import&acirc;ncia o uso de ve&iacute;culos confi&aacute;veis, de modo a minimizar riscos de paralisa&ccedil;&atilde;o ou na descontinuidade das atividades que necessitam de deslocamento de equipe de trabalho.</span></span></span></span></p>

<p style=""margin-left:45px; margin-right:8px; text-align:justify""><span style=""font-size:12.0pt""><span style=""font-family:&quot;Arial&quot;,&quot;sans-serif&quot;"">A necessidade de renova&ccedil;&atilde;o imediata do ve&iacute;culo de passageiros, atendidos e cumpridos todos os requisitos legais, inclusive pela oportunidade da disponibilidade de recursos financeiros.</span></span></p>

<p style=""margin-left:45px; margin-right:8px; text-align:justify""><span style=""font-size:11pt""><span style=""font-family:&quot;Arial MT&quot;,&quot;serif&quot;""><span style=""font-size:12.0pt""><span style=""font-family:&quot;Arial&quot;,&quot;sans-serif&quot;"">A necessidade de aquisi&ccedil;&atilde;o &eacute; comum, seja em face de substitui&ccedil;&atilde;o pelo desgaste natural, promovendo a economicidade, a efici&ecirc;ncia e efic&aacute;cia nas demanda de viagens rodovi&aacute;rias.</span></span></span></span></p>

<p style=""margin-left:45px; margin-right:8px; text-align:justify"">&nbsp;</p>
",4421574,11,Alinhamento entre a Contratação e o Planejamento,S,2022-06-22 07:42:56.530,2,3986495614,"<p style=""margin-left:45px; margin-right:8px; text-align:justify""><span style=""font-size:11pt""><span style=""font-family:&quot;Arial MT&quot;,&quot;serif&quot;""><span style=""font-size:12.0pt""><span style=""font-family:&quot;Arial&quot;,&quot;sans-serif&quot;"">Import&acirc;ncia o uso de ve&iacute;culos confi&aacute;veis, de modo a minimizar riscos de paralisa&ccedil;&atilde;o ou na descontinuidade das atividades que necessitam de deslocamento de equipe de trabalho.</span></span></span></span></p>

<p style=""margin-left:45px; margin-right:8px; text-align:justify""><span style=""font-size:12.0pt""><span style=""font-family:&quot;Arial&quot;,&quot;sans-serif&quot;"">A necessidade de renova&ccedil;&atilde;o imediata do ve&iacute;culo de passageiros, atendidos e cumpridos todos os requisitos legais, inclusive pela oportunidade da disponibilidade de recursos financeiros.</span></span></p>

<p style=""margin-left:45px; margin-right:8px; text-align:justify""><span style=""font-size:11pt""><span style=""font-family:&quot;Arial MT&quot;,&quot;serif&quot;""><span style=""font-size:12.0pt""><span style=""font-family:&quot;Arial&quot;,&quot;sans-serif&quot;"">A necessidade de aquisi&ccedil;&atilde;o &eacute; comum, seja em face de substitui&ccedil;&atilde;o pelo desgaste natural, promovendo a economicidade, a efici&ecirc;ncia e efic&aacute;cia nas demanda de viagens rodovi&aacute;rias.</span></span></span></span></p>

<p style=""margin-left:45px; margin-right:8px; text-align:justify"">&nbsp;</p>
"
TR,Excluído,1133095,2023,120624,1,6,BASE AÉREA DE ANÁPOLIS,"120624/000001/2023",4421600,1,Informações Básicas,2023-08-30 16:52:27.016,"",4421600,3,Área requisitante,S,2022-06-21 17:14:45.666,2,2446461719,""
TR,Excluído,1133095,2023,120624,1,6,BASE AÉREA DE ANÁPOLIS,"120624/000001/2023",4421601,2,TR da contratação,2023-08-30 16:52:27.016,"<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">REQUISITOS LEGAIS:</span></span></p>

<ul>
	<li>
	<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">Instru&ccedil;&atilde;o Normativa SLTI/MP N&ordm; 1, de 19 de janeiro de 2010, que disp&otilde;e sobre os crit&eacute;rios de sustentabilidade ambiental na aquisi&ccedil;&atilde;o de bens, contrata&ccedil;&atilde;o de servi&ccedil;os ou obras pela Administra&ccedil;&atilde;o P&uacute;blica Federal direta, aut&aacute;rquica e fundacional; </span></span></p>
	</li>
	<li>
	<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">Lei Federal n&ordm; 8.666, de 21 de Junho de 1993, que institui normas para licita&ccedil;&otilde;es e contratos da Administra&ccedil;&atilde;o P&uacute;blica Federal direta, aut&aacute;rquica e fundacional. </span></span></p>
	</li>
</ul>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">REQUISITOS T&Eacute;CNICOS:</span></span></p>

<p style=""text-align:justify""><span style=""font-family:ArialMT,serif; font-size:12px"">A Contratada deve possuir como atividade econ&ocirc;mica principal ou secund&aacute;ria, um ou mais dos seguintes itens: Administra&ccedil;&atilde;o de hot&eacute;is; Hot&eacute;is; Hot&eacute;is com ou sem servi&ccedil;o de Restaurante; Pousada; Pousada com ou sem servi&ccedil;o de alimenta&ccedil;&atilde;o; Spa com servi&ccedil;o de alojamento; Servi&ccedil;os de alimenta&ccedil;&atilde;o para eventos e recep&ccedil;&otilde;es; Servi&ccedil;os de organiza&ccedil;&atilde;o de feiras, congressos, exposi&ccedil;&otilde;es e festas; Agenciamentos tur&iacute;sticos; Ag&ecirc;ncia de viagem; Assessoria t&eacute;cnica de turismo; Planejamento, assessoramento e organiza&ccedil;&atilde;o de viagens; Programas e pacotes tur&iacute;sticos;</span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">O hotel dever&aacute; possuir acomoda&ccedil;&otilde;es com categoria m&iacute;nima de 3 estrelas. Os quartos dever&atilde;o ser do tipo apartamento triplo, com tr&ecirc;s camas </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">de solteiro, com ar-condicionado, tv e frigobar e </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">banheiro individual com chuveiro quente/frio;</span></span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">O hotel dever&aacute; possuir um local destinado &agrave;s refei&ccedil;&otilde;es, com condi&ccedil;&otilde;es adequadas de higiene, ilumina&ccedil;&atilde;o e acomoda&ccedil;&atilde;o (mesas e cadeiras) para todos os h&oacute;spedes;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">As instala&ccedil;&otilde;es de modo geral (hidr&aacute;ulica e el&eacute;trica) dever&atilde;o estar em perfeitas condi&ccedil;&otilde;es de uso;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">A contratada dever&aacute; garantir a manuten&ccedil;&atilde;o das instala&ccedil;&otilde;es f&iacute;sicas do Hotel, incluindo a </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">reposi&ccedil;&atilde;o de material avariado (quebrado/danificado), sempre que necess&aacute;rio, de modo a </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">garantir condi&ccedil;&otilde;es adequadas de hospedagem;</span></span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">A contratada dever&aacute; manter o registro de todos os h&oacute;spedes, com entrada e sa&iacute;da diariamente;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">A hospedagem corresponde a um per&iacute;odo de 24 (vinte e quatro) horas de perman&ecirc;ncia e ser&aacute; contada a partir das 12 horas (meio-dia), com toler&acirc;ncia at&eacute; o final do mesmo dia, para os casos em que os </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">h&oacute;spedes </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">estejam com a reserva de chegada marcada;</span></span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">Os pedidos de cancelamento das hospedagens reservadas, total ou parcialmente, ocorridos por mudan&ccedil;a de planos em aten&ccedil;&atilde;o &agrave; necessidade da contratante, implicam o cancelamento autom&aacute;tico do &ocirc;nus para estes e n&atilde;o ser&atilde;o inclu&iacute;dos em faturamento;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">A hospedagem poder&aacute; ocorrer em diferentes dias da semana (de segunda-feira a domingo, inclusive feriados). A previs&atilde;o de realiza&ccedil;&atilde;o dos servi&ccedil;os &eacute; entre </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">05 a 09 de novembro</span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif""> de 2022 na cidade de Natal-RN.</span></span></span></p>

<p>&nbsp;</p>
",4421601,4,Descrição dos Requisitos da Contratação,S,2022-06-21 17:14:45.666,2,2446461719,"<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">REQUISITOS LEGAIS:</span></span></p>

<ul>
	<li>
	<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">Instru&ccedil;&atilde;o Normativa SLTI/MP N&ordm; 1, de 19 de janeiro de 2010, que disp&otilde;e sobre os crit&eacute;rios de sustentabilidade ambiental na aquisi&ccedil;&atilde;o de bens, contrata&ccedil;&atilde;o de servi&ccedil;os ou obras pela Administra&ccedil;&atilde;o P&uacute;blica Federal direta, aut&aacute;rquica e fundacional; </span></span></p>
	</li>
	<li>
	<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">Lei Federal n&ordm; 8.666, de 21 de Junho de 1993, que institui normas para licita&ccedil;&otilde;es e contratos da Administra&ccedil;&atilde;o P&uacute;blica Federal direta, aut&aacute;rquica e fundacional. </span></span></p>
	</li>
</ul>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">REQUISITOS T&Eacute;CNICOS:</span></span></p>

<p style=""text-align:justify""><span style=""font-family:ArialMT,serif; font-size:12px"">A Contratada deve possuir como atividade econ&ocirc;mica principal ou secund&aacute;ria, um ou mais dos seguintes itens: Administra&ccedil;&atilde;o de hot&eacute;is; Hot&eacute;is; Hot&eacute;is com ou sem servi&ccedil;o de Restaurante; Pousada; Pousada com ou sem servi&ccedil;o de alimenta&ccedil;&atilde;o; Spa com servi&ccedil;o de alojamento; Servi&ccedil;os de alimenta&ccedil;&atilde;o para eventos e recep&ccedil;&otilde;es; Servi&ccedil;os de organiza&ccedil;&atilde;o de feiras, congressos, exposi&ccedil;&otilde;es e festas; Agenciamentos tur&iacute;sticos; Ag&ecirc;ncia de viagem; Assessoria t&eacute;cnica de turismo; Planejamento, assessoramento e organiza&ccedil;&atilde;o de viagens; Programas e pacotes tur&iacute;sticos;</span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">O hotel dever&aacute; possuir acomoda&ccedil;&otilde;es com categoria m&iacute;nima de 3 estrelas. Os quartos dever&atilde;o ser do tipo apartamento triplo, com tr&ecirc;s camas </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">de solteiro, com ar-condicionado, tv e frigobar e </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">banheiro individual com chuveiro quente/frio;</span></span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">O hotel dever&aacute; possuir um local destinado &agrave;s refei&ccedil;&otilde;es, com condi&ccedil;&otilde;es adequadas de higiene, ilumina&ccedil;&atilde;o e acomoda&ccedil;&atilde;o (mesas e cadeiras) para todos os h&oacute;spedes;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">As instala&ccedil;&otilde;es de modo geral (hidr&aacute;ulica e el&eacute;trica) dever&atilde;o estar em perfeitas condi&ccedil;&otilde;es de uso;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">A contratada dever&aacute; garantir a manuten&ccedil;&atilde;o das instala&ccedil;&otilde;es f&iacute;sicas do Hotel, incluindo a </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">reposi&ccedil;&atilde;o de material avariado (quebrado/danificado), sempre que necess&aacute;rio, de modo a </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">garantir condi&ccedil;&otilde;es adequadas de hospedagem;</span></span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">A contratada dever&aacute; manter o registro de todos os h&oacute;spedes, com entrada e sa&iacute;da diariamente;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">A hospedagem corresponde a um per&iacute;odo de 24 (vinte e quatro) horas de perman&ecirc;ncia e ser&aacute; contada a partir das 12 horas (meio-dia), com toler&acirc;ncia at&eacute; o final do mesmo dia, para os casos em que os </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">h&oacute;spedes </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">estejam com a reserva de chegada marcada;</span></span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""font-family:ArialMT,serif"">Os pedidos de cancelamento das hospedagens reservadas, total ou parcialmente, ocorridos por mudan&ccedil;a de planos em aten&ccedil;&atilde;o &agrave; necessidade da contratante, implicam o cancelamento autom&aacute;tico do &ocirc;nus para estes e n&atilde;o ser&atilde;o inclu&iacute;dos em faturamento;</span></span></p>

<p style=""text-align:justify""><span style=""font-size:12px""><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">A hospedagem poder&aacute; ocorrer em diferentes dias da semana (de segunda-feira a domingo, inclusive feriados). A previs&atilde;o de realiza&ccedil;&atilde;o dos servi&ccedil;os &eacute; entre </span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif"">05 a 09 de novembro</span></span><span style=""color:#000000""><span style=""font-family:ArialMT,serif""> de 2022 na cidade de Natal-RN.</span></span></span></p>

<p>&nbsp;</p>
"
TR,Excluído,1133095,2023,120624,1,6,BASE AÉREA DE ANÁPOLIS,"120624/000001/2023",4421602,5,Responsáveis,2023-08-30 16:52:27.016,"<p style=""text-align:justify""><span style=""font-size:12px"">A pesquisa de mercado foi realizada pelo IFRN considerando a particularidade dessa contrata&ccedil;&atilde;o. Hospedagem na cidade de Natal/RN</span></p>
",4421602,5,Levantamento de Mercado,S,2022-06-21 17:14:45.666,2,2446461719,"<p style=""text-align:justify""><span style=""font-size:12px"">A pesquisa de mercado foi realizada pelo IFRN considerando a particularidade dessa contrata&ccedil;&atilde;o. Hospedagem na cidade de Natal/RN</span></p>
"
